"zona","nome_zona","cod_municipio","nome_municipio","cod_distrito","nome_distrito","area_ha","utm_x","utm_y","area_m2_geom","nome_zona_tab","domicilios","familias","populacao","matriculas_escolares","empregos","automoveis_particulares","viagens_produzidas","viagens_atraidas","area_ha_tab","renda_total","renda_media_familiar","renda_per_capita","renda_mediana_familiar"
393,"Santos Dumont",11,"Ferraz de Vasconcelos",107,"Ferraz de Vasconcelos",945.21,359323.745985777,7396759.30727417,9427609.34423828,"Santos Dumont",33179,33179,104804.001156359,18238.1884717216,24782.1468444187,17044.8763263404,145005.068515661,141809.250839126,945.21,83870216.382324,2527.81025294084,800.25777123906,2452.83554594684
394,"Jardim São José",26,"Poá",122,"Poá",407.85,362397.15367044,7394418.64044741,4067823.89306641,"Jardim São José",6077,6142.60869565218,20038.9992087049,2939.97599662957,4019.34390600935,3595.80926552161,34263.0076298105,34891.4779467055,407.85,15217300.3397654,2477.33513458808,759.38424775001,2300
395,"Poá",26,"Poá",122,"Poá",1322.41,362586.035174624,7397951.62796284,13189487.3068848,"Poá",29554,29554,93454.9829656944,26398.8129440807,30491.3144220466,12068.6231064445,147730.086495344,147689.588885876,1322.41,78085756.4735045,2642.13833909131,835.544066196752,2200
396,"Itaquaquecetuba",18,"Itaquaquecetuba",114,"Itaquaquecetuba",1132.92,362158.779072647,7401194.6049831,11299577.6757812,"Itaquaquecetuba",33408,33408,106622.999336609,23754.863598648,29456.955945918,18310.8408887296,191432.632786278,191184.791734708,1132.92,92369895.1965765,2764.90347211975,866.322423597978,2452.83554594684
397,"Quinta da Boa Vista",18,"Itaquaquecetuba",114,"Itaquaquecetuba",1419.81,362304.399692091,7403997.80379118,14160924.9741211,"Quinta da Boa Vista",22478,22802.0563380281,71597.9986205334,22310.2639119788,24159.4881996085,4877.42513762537,117372.180470217,118377.455480124,1419.81,51538967.9254582,2260.27719436444,719.838108864086,2201.73287554739
398,"Bonsucesso",18,"Itaquaquecetuba",114,"Itaquaquecetuba",3075.76,362224.199425459,7406754.03589038,30676829.7756348,"Bonsucesso",34453,34453,110432.990132642,23065.9152287,23415.1643605903,18477.8415297238,151277.780281564,151591.634049025,3075.76,76627605.9029608,2224.11998673441,693.88328443269,2000
399,"Pinheirinho",18,"Itaquaquecetuba",114,"Itaquaquecetuba",2650.99,367089.966910773,7404431.83342578,26439548.0737305,"Pinheirinho",21758.9999999999,21758.9999999999,70562.9878403573,13018.3890816376,11849.2642871157,7926.83942609187,78384.795677164,77878.2438581518,2650.99,49082317.9113272,2255.72489137034,695.581627330914,1976.33618905948
400,"Miguel Badra",37,"Suzano",132,"Suzano",3270.75,367742.251838502,7399128.94784866,32620806.2145996,"Miguel Badra",33931,33931,111947.986674807,20289.2077986221,31750.259819458,14412.9744016023,164405.292960917,165431.754560195,3270.75,92928324.8886102,2738.74406556277,830.10269008726,2323.8951481989
401,"Suzano",37,"Suzano",132,"Suzano",3452.13,366312.792150058,7393751.04210366,34430465.8925781,"Suzano",43772,43772,136108.002279093,43724.1044248898,54715.2836102849,25266.1139034624,304051.215548582,303346.909997222,3452.13,114618011.698207,2618.52352412975,842.110748662524,2300
402,"Guaió",37,"Suzano",132,"Suzano",8721.28,367700.571010165,7382911.33945942,86983878.8149414,"Guaió",6383,6383,20755.0046919896,4659.99370957999,5380.28512825417,4653.56048426141,29495.9935538128,29495.9935538128,8721.28,16624556.8287092,2604.50522148037,800.990270800827,2085.99241623413
403,"Ouro Fino",37,"Suzano",132,"Suzano",5222.79,363161.689808171,7387834.44730932,52091967.2138672,"Ouro Fino",4788,4788,15737.0015845069,2381.67558458018,3908.27087928125,2425.20348094263,23150.294937758,23155.6538026739,5222.79,12054109.2007054,2517.566666814,765.972420856378,2000
404,"Mogi das Cruzes",23,"Mogi das Cruzes",119,"Mogi das Cruzes",1358.15,378661.689415287,7396215.16004345,13544670.8134766,"Mogi das Cruzes",30232,30232,87648.008571938,34733.5638195917,50733.2786369304,18321.1701704683,246083.199822767,245741.530332059,1358.15,98513278.3603173,3258.57628871121,1123.96482208106,3000
405,"Estudantes",23,"Mogi das Cruzes",119,"Mogi das Cruzes",995.8,377726.131000343,7399238.31004426,9930996.42260742,"Estudantes",12462,12462,33892.0037100976,17327.1157394203,19179.7147487492,9718.79677881226,78612.2994363945,78505.6904342304,995.8,56776276.0942766,4555.95218217595,1675.21155078126,3579.57730072334
406,"Vila Oliveira",23,"Mogi das Cruzes",119,"Mogi das Cruzes",2914.74,381100.213449978,7394184.13386307,29067965.6481934,"Vila Oliveira",11713,11846.8,35117.9921707362,15659.6162672812,22450.6940047847,9196.81477908194,92525.0738106838,92262.0287803175,2914.74,52672560.8508713,4446.14249002864,1499.8739277231,3391.40646241033
407,"Brás Cubas",23,"Mogi das Cruzes",119,"Mogi das Cruzes",2147.95,375607.797740273,7394812.14496553,21421667.1801758,"Brás Cubas",35835,35835,113996.973465584,24557.9671001658,28756.4255598658,24751.6600205289,194154.659538027,194103.275845974,2147.95,95748311.0646237,2671.9216147516,839.919764128919,2323.8951481989
408,"Jundiapeba",23,"Mogi das Cruzes",119,"Mogi das Cruzes",2374.68,372108.426821984,7393695.9659422,23683409.8364258,"Jundiapeba",14440,14440,47561.0031513067,8684.80103221933,16277.4423731217,5881.25582088326,64941.0270516408,66206.7259883903,2374.68,30645492.7070695,2122.2640378857,644.3407555887,1976.33618905948
409,"Jardim Graziella",23,"Mogi das Cruzes",119,"Mogi das Cruzes",3985.96,372008.931932423,7401833.67721841,39752737.5275879,"Jardim Graziella",5121.00000000001,5121.00000000001,16793.9972759313,3364.94207077367,3981.28372908352,2516.08039544245,24701.7751809262,24750.7914175621,3985.96,12621704.3593969,2464.6952469043,751.560462468696,2182
410,"Itapeti",23,"Mogi das Cruzes",119,"Mogi das Cruzes",15936.9,378495.033001693,7407719.5406668,158933910.528564,"Itapeti",2996,2996,9392.0004064861,1327.57180915515,6308.77019049807,1257.43296342939,16627.7631320396,16522.073779298,15936.9,5506622.36851206,1837.99144476371,586.309852021428,1500
411,"Sabaúna",23,"Mogi das Cruzes",119,"Mogi das Cruzes",4422.81,387983.911428882,7402397.65422921,44105285.4040527,"Sabaúna",4722,4722,15365.0003910157,3021.6418125673,5266.46909604598,3333.59014380094,24486.9378599773,24606.0587214366,4422.81,14745853.199192,3122.79822092163,959.704056227307,2884.19179697777
412,"César de Souza",23,"Mogi das Cruzes",119,"Mogi das Cruzes",2932.91,383963.379227971,7398356.2394925,29248559.8452148,"César de Souza",11986,11986,36330.0002058846,7344.96809603196,11213.6938097666,8567.4884145649,54897.8477354524,55292.088326221,2932.91,39986727.2655556,3336.11941144298,1100.65309768643,3044.22003137203
413,"Taiaçupeba",23,"Mogi das Cruzes",119,"Mogi das Cruzes",34359.29,378991.226786356,7382793.19009159,342667355.931152,"Taiaçupeba",8124,8124,26705.0019604537,6349.57535593918,6169.33562768754,5157.27337748936,36468.7309706011,36468.7309706011,34359.29,30462199.5682616,3749.65528905239,1140.692654259,2884.19179697777
414,"Biritiba-Mirim",3,"Biritiba-Mirim",99,"Biritiba-Mirim",31812.79,395841.07237183,7387022.29735829,317239116.170654,"Biritiba-Mirim",9984,10574.4444444444,31476.9978137688,6825.93020460245,9192.5538910719,6170.84891930349,55225.0428882236,55133.6611702808,31812.79,23851497.4833261,2255.57925133902,757.743722080537,2000
415,"Salesópolis",29,"Salesópolis",125,"Salesópolis",42596.88,414044.738888173,7392008.00693964,424739428.001709,"Salesópolis",5233,5233,16559.0037658004,3853.91132865751,3799.58802701903,2795.7945057314,31692.6339851182,32178.2260483325,42596.88,10506022.8291444,2007.64816150285,634.459836940353,2085.99241623413
416,"Guararema",14,"Guararema",110,"Guararema",27143.95,391879.05143695,7408761.45442804,270677613.592773,"Guararema",9154,9154,28601.0034328724,6668.16505670204,10200.7280893659,7164.02192906581,46773.8294504022,46773.8294504022,27143.95,28943899.5001654,3161.8854599263,1011.98895234909,2884.19179697777
417,"Santa Paula",34,"São Caetano do Sul",130,"São Caetano do Sul",294.73,340279.88455525,7386709.30651088,2940079.06445312,"Santa Paula",16181,16181,43769.0017169573,11337.4341419179,24229.1206885021,13022.8048004832,111087.510940588,110766.351872404,294.73,70658447.8291824,4366.75408375146,1614.34908399584,3213.12736868523
418,"Vila Gerti",34,"São Caetano do Sul",130,"São Caetano do Sul",380.18,341279.056140873,7385639.76804295,3792565.26733398,"Vila Gerti",17887,17887,50488.0080380292,16391.5406077463,14177.8986948873,13155.1409654091,92138.4102390246,91971.8945493888,380.18,61177421.7907312,3420.21701742781,1211.72183589914,2800
419,"Estrada das Lágrimas",34,"São Caetano do Sul",130,"São Caetano do Sul",360.05,339591.550727262,7384760.10207745,3591786.37011719,"Estrada das Lágrimas",12922,12922,37410.9984207643,17107.5061700509,17914.931514802,8103.16882634415,95037.2770305227,94896.2860367402,360.05,46663334.8402035,3611.15422072462,1247.31594477585,3213.12736868523
420,"Santo Antônio",34,"São Caetano do Sul",130,"São Caetano do Sul",133.88,338949.878451462,7386660.3254957,1335542.50219727,"Santo Antônio",1527,1527,4460.00098634408,600.466330999402,9105.88989289416,891.859323285258,19182.2253904779,19202.2400858538,133.88,5812308.67534261,3806.35800611828,1303.20793496215,2884.19179697777
421,"São Caetano do Sul",34,"São Caetano do Sul",130,"São Caetano do Sul",367.7,340357.073107123,7388027.77367527,3667993.50537109,"São Caetano do Sul",5083,5083,14828.0016439038,10062.5833430655,39405.7215087101,3874.86938004186,79322.4250899336,79502.2135890004,367.7,19832577.8106188,3901.74656907709,1337.50847126272,3000
422,"Santo André",32,"Santo André",128,"Santo André",795.2,344098.165805606,7382942.7738021,7932487.99853516,"Santo André",21667,21667,55759.0000590838,56298.3786864929,82692.3890805597,23294.4862635531,335586.329429319,336063.652795209,795.2,143186764.216417,6608.5182174005,2567.95789136627,5000
423,"Vila Gilda",32,"Santo André",128,"Santo André",291.6,342406.615564023,7380895.3493441,2908840.98364258,"Vila Gilda",11305,11305,31450.9987819339,5900.59263145111,9690.4847572157,10045.1442319916,48981.6044569186,49039.4578569833,291.6,51534573.144792,4558.56463023371,1638.56714065293,3579.57730072334
424,"Valparaíso",32,"Santo André",128,"Santo André",246.83,342269.835862014,7382615.01189022,2462306.67602539,"Valparaíso",8297,8297,23801.9969496212,11961.3852711973,10900.5934170346,5143.76447376943,47964.7019086502,47250.6135108148,246.83,33616631.4241483,4051.6610129141,1412.34500177866,3500
425,"Sacadura Cabral",32,"Santo André",128,"Santo André",179.89,341205.584528246,7383406.94569269,1794496.06518555,"Sacadura Cabral",8753,8753,26843.0016669724,2339.24946280358,6880.91736941059,3422.84040334428,37228.9870526369,37228.9870526369,179.89,23615648.9753085,2698.00628073901,879.769307035628,2323.8951481989
426,"Campestre",32,"Santo André",128,"Santo André",287.09,342310.410221259,7384899.62155909,2863848.76416016,"Campestre",7219,7219,19641.9993166164,13087.0992381513,16189.8734314522,7486.72229597376,50356.4589342674,50159.158825582,287.09,38107934.7724448,5278.83845026248,1940.12504318778,5000
427,"Utinga",32,"Santo André",128,"Santo André",566.15,343408.785200653,7386642.2182986,5647602.68969727,"Utinga",14883,14883,41926.0114628543,8752.09335853511,16510.5320070901,9780.99434427707,72337.751842647,72371.2106940942,566.15,57873097.7672875,3888.53710725577,1380.36258990584,3579.57730072334
428,"Vila Lucinda",32,"Santo André",128,"Santo André",457.81,345384.277216678,7385984.40478463,4566793.34619141,"Vila Lucinda",18049,18259.12,51991.0049402502,14097.4048979544,12174.8305969708,13704.4140657578,90994.3412351672,90790.7446925311,457.81,57707411.4812012,3160.47057477037,1109.94991436539,2800
429,"Parque Oratório",32,"Santo André",128,"Santo André",578.55,347604.55274109,7385201.59759795,5771154.77661133,"Parque Oratório",19752,19752,59712.0153394069,9937.30380614515,16058.5307676696,20584.6018663302,100722.853004885,101046.013146437,578.55,78313053.3796209,3964.81639224488,1311.51248093846,3778.18872313733
430,"Parque das Nações",32,"Santo André",128,"Santo André",527.79,345999.353564872,7383642.55932842,5264812.46459961,"Parque das Nações",13591,13591,40869.9959980691,6185.41471115421,12528.6026507796,5081.87024689287,67808.7825946002,68141.4185390004,527.79,39747566.325042,2924.55053528379,972.53658470923,2323.8951481989
431,"Jardim do Estádio",32,"Santo André",128,"Santo André",1142.33,347170.900516203,7380726.44676054,11395002.5410156,"Jardim do Estádio",35635,35635,105757.993613343,15100.6150266182,32500.6341817153,31133.0818785461,182665.047746353,182334.918240888,1142.33,118745621.17581,3332.27504351928,1122.80516222679,2800
432,"Carijós",32,"Santo André",128,"Santo André",914.11,344590.715594397,7379493.51759228,9118643.10839844,"Carijós",37829,37829,111442.014359298,17294.6831224319,35763.6211241084,32187.4771727288,182025.662590077,182380.659179422,914.11,150000333.597702,3965.2206930583,1345.99445693874,3213.12736868523
433,"Parque do Pedroso",32,"Santo André",128,"Santo André",3164.82,348160.894779065,7374334.74069117,31569914.46875,"Parque do Pedroso",36762,36762,117905.025432491,15823.1841794202,19947.9251917238,17818.6615554959,140093.343935822,139038.788280581,3164.82,103122581.467757,2805.14067427661,874.624139976136,2500
434,"Paranapiacaba",32,"Santo André",128,"Santo André",8465.27,360649.696179481,7370025.67478062,84436222.2231445,"Paranapiacaba",897,912.571428571428,3038.99889529046,95.7038962882483,1293.64436764016,506.439458726562,6371.26432043793,6225.7532083884,8465.27,1869049.87084716,2048.11350906859,615.021569683237,1970.44082355388
435,"Capuava",22,"Mauá",118,"Mauá",1957.14,349395.28837531,7380777.14593515,19522631.3798828,"Capuava",11895,11895,34163.996504184,4850.58625433006,32783.9815275037,10102.560161512,76102.227051654,76230.8058219719,1957.14,38253040.6223003,3215.89244407737,1119.68869384516,3044.22003137203
436,"Mauá",22,"Mauá",118,"Mauá",1131.35,351798.047814801,7380331.95963925,11285129.1171875,"Mauá",44489.0000000001,44489.0000000001,127883.022147449,44339.691579468,57134.1068533194,30161.7541035296,262716.737043529,262833.073467418,1131.35,132804494.328522,2985.1085510693,1038.48417169402,2732.57590976586
437,"Jardim Zaíra",22,"Mauá",118,"Mauá",1240.23,352676.765964765,7383557.1339597,12371060.744873,"Jardim Zaíra",53568.9999999999,53568.9999999999,167856.053857747,28929.0289733796,37171.0001393643,25112.2677998598,231013.336212684,233322.465369987,1240.23,128135409.510542,2391.96941347687,763.36483889424,2100
438,"Barão de Mauá",22,"Mauá",118,"Mauá",604.52,354659.853145541,7381405.92448383,6029935.96777344,"Barão de Mauá",31777,31777,95760.9739267037,21289.2681612683,20361.905968866,18765.1136582039,123248.606575041,122392.63780511,604.52,73849332.8406093,2323.98693522388,771.184020090837,2000
439,"Estrada do Carneiro",22,"Mauá",118,"Mauá",1268.48,356798.924003357,7384127.4632781,12652390.4975586,"Estrada do Carneiro",8015.99999999999,8015.99999999999,25271.998899548,493.900259210526,2891.83154276344,5468.22463736702,26567.1783333572,26490.6334236637,1268.48,22267528.1788568,2777.88525185339,881.114638670512,2730
440,"Ribeirão Pires",27,"Ribeirão Pires",123,"Ribeirão Pires",5256.82,354204.133555908,7375691.59370205,52435670.0324707,"Ribeirão Pires",26817,26817,81235.0196089104,20737.6259951044,32150.2368706879,14918.5505187546,176417.909586026,176394.60643446,5256.82,79610246.5609562,2968.64849017251,979.999105610162,2400
441,"Jardim Santa Luzia",27,"Ribeirão Pires",123,"Ribeirão Pires",2519.74,358804.959327706,7382320.40275704,25132770.2919922,"Jardim Santa Luzia",7391,7391,22824.0018776459,3356.39440257831,3383.63958709892,5910.55334053105,26522.9695535496,26892.1758617674,2519.74,22185618.9299281,3001.7073372924,972.030192113548,2452.83554594684
442,"Ouro Fino Paulista",27,"Ribeirão Pires",123,"Ribeirão Pires",2156.26,361739.303605142,7379408.7893417,21506949.3713379,"Ouro Fino Paulista",4443,4443,13727.9979968186,1742.28316316645,3680.35418398122,3533.06653799824,18231.9095952864,18621.508008149,2156.26,13400698.0829919,3016.13731329999,976.158219581429,3044.22003137203
443,"Parque Sete Pontes",28,"Rio Grande da Serra",124,"Rio Grande da Serra",1886.11,360973.087919001,7375565.05051581,18812673.1608887,"Parque Sete Pontes",4249,4249,12912.9999951416,2174.24582591542,2848.50898900113,1920.61764266646,14437.8835514825,14478.9912493019,1886.11,11438520.3954389,2692.04998715907,885.814326627624,2323.8951481989
444,"Rio Grande da Serra",28,"Rio Grande da Serra",124,"Rio Grande da Serra",1756.13,357766.460433181,7372577.28880921,17516656.1335449,"Rio Grande da Serra",11981,11981,35591.9918584888,10535.1154931822,5630.93956586781,4316.68606864107,47290.7424277176,47464.9032418614,1756.13,29807495.2312924,2487.89710635943,837.477580625576,2323.8951481989
445,"Planalto",33,"São Bernardo do Campo",129,"São Bernardo do Campo",1109.34,339559.705516611,7377952.48673935,11066596.9780273,"Planalto",32864,32864,95481.968277804,26073.9921418643,37657.7929211667,30433.613702319,177985.937086999,177778.063264133,1109.34,130355293.250611,3966.50721916416,1365.2346678835,3778.18872313733
446,"Paulicéia",33,"São Bernardo do Campo",129,"São Bernardo do Campo",805.47,337769.117944274,7382282.52245431,8035355.61254883,"Paulicéia",19333,19333,54987.9900154605,11305.7246886554,36775.8761688457,16729.6556961521,117564.427376846,117276.452265979,805.47,75528278.0014552,3906.70242597916,1373.5413493059,3579.57730072334
447,"Rudge Ramos",33,"São Bernardo do Campo",129,"São Bernardo do Campo",470.61,340060.040240298,7382604.73379387,4694680.75952148,"Rudge Ramos",16925,16925,44473.9928505335,24166.016539696,25063.8363609662,16987.5343251948,104526.951578698,105037.191514096,470.61,89512704.2516062,5288.78607099594,2012.69772544231,4689.11901259924
448,"Baeta Neves",33,"São Bernardo do Campo",129,"São Bernardo do Campo",535.87,341563.999650551,7379844.67038456,5345669.57055664,"Baeta Neves",17233,17233,45474.0111432602,23772.1965967507,31486.5395243857,15799.1807596439,138770.064773672,139749.863252864,535.87,88387695.1035223,5128.9789997982,1943.69691349787,4209.08262865571
449,"São Bernardo do Campo",33,"São Bernardo do Campo",129,"São Bernardo do Campo",742.96,341984.018277999,7377363.2603183,7411491.89697266,"São Bernardo do Campo",25516,25516,67205.0145666779,34750.7821765575,71660.5811976943,27567.9118847085,252675.726150264,252354.379319794,742.96,129944390.939827,5092.6630717913,1933.55200914214,4442.62190374453
450,"Montanhão",33,"São Bernardo do Campo",129,"São Bernardo do Campo",1054.93,344005.789716514,7375564.77404518,10523552.3740234,"Montanhão",56185.9999999999,56185.9999999999,172259.991250676,26091.9815541079,42536.1672576879,32373.9605530394,250264.280748748,249937.7366395,1054.93,185116467.851577,3294.70807410346,1074.63414172703,2750
451,"Demarchi",33,"São Bernardo do Campo",129,"São Bernardo do Campo",1059.42,340837.154639694,7374070.76005414,10568565.28125,"Demarchi",34615,34615,102171.002180274,21347.756710583,40123.6723891275,24785.8126393185,165815.990011652,166085.247518634,1059.42,125374171.240918,3621.9607465237,1227.10131608285,3044.22003137203
452,"Riacho Grande",33,"São Bernardo do Campo",129,"São Bernardo do Campo",3065.46,342482.078583739,7371238.02344342,30580266.7150879,"Riacho Grande",14345,14345,47136.994765321,9892.2906944449,11361.4073495242,10566.9695619059,61053.2360907159,60988.6880842905,3065.46,40469113.047959,2821.13022293196,858.542494052516,2588.93015036554
453,"Caminho do Mar",33,"São Bernardo do Campo",129,"São Bernardo do Campo",28151.71,343117.308832284,7361564.36358555,280836998.864258,"Caminho do Mar",9714,9714,30619.9893178593,4584.14065497864,6289.37968222738,8687.23688241205,34445.2815056745,34557.0088442202,28151.71,31201670.7515594,3212.03116651837,1018.99678761027,2884.19179697777
454,"Reservatório Billings",33,"São Bernardo do Campo",129,"São Bernardo do Campo",4043.04,335967.007137401,7372138.86730105,40334371.8059082,"Reservatório Billings",45432.9999999999,45432.9999999999,142928.97888633,19884.8744283378,47129.2248087851,30590.5253203014,225931.12936624,225343.509681418,4043.04,138996066.852424,3059.36360910405,972.483452519216,2588.93015036554
455,"Diadema",8,"Diadema",104,"Diadema",493.35,334625.917133769,7379572.33006893,4921768.34399414,"Diadema",20135,20135,57426.0042316006,31916.6703216481,45430.5073134221,10072.8597252739,178702.226460596,179317.746669164,493.35,73380828.000014,3644.44142041291,1277.83273417505,2884.19179697777
456,"Jardim das Nações",8,"Diadema",104,"Diadema",591.18,335610.889271252,7381116.66815565,5897702.76416016,"Jardim das Nações",33239,33239,99606.0127136203,19545.6314643453,31947.7651448853,19279.7577116526,166649.394692254,167040.004217681,591.18,88318169.9924114,2657.06459256931,886.675087038542,2323.8951481989
457,"Piraporinha",8,"Diadema",104,"Diadema",763.86,337621.407401957,7379045.51704506,7620249.89746094,"Piraporinha",35119,35119,107954.982671235,21289.0664430484,50648.7173821677,16803.7471801353,183740.30038433,183801.578094031,763.86,105419146.565124,3001.76959950806,976.510244887596,2925.0604268284
458,"Vila Conceição",8,"Diadema",104,"Diadema",371.2,335601.964501877,7378078.8709322,3703202.57739258,"Vila Conceição",20364,20364,61243.0088131422,7560.32446035455,19426.9122950532,8688.90315104401,92108.3117912611,92298.8567109192,371.2,63239858.8783239,3105.47332932253,1032.60535535206,3044.22003137203
459,"Eldorado",8,"Diadema",104,"Diadema",866.88,334825.560089764,7375339.25374499,8648194.51806641,"Eldorado",24324,24324,74517.0138805349,19417.4262613959,13100.7200429577,7526.7221189186,83883.1009499083,82583.5563473455,866.88,60550284.9684074,2489.32268411476,812.569932894536,2452.83554594684
460,"Taboão da Serra",38,"Taboão da Serra",133,"Taboão da Serra",526.97,319825.394095355,7388048.87024022,5257789.90844727,"Taboão da Serra",20200,20677.5652173913,59134.9870105322,23165.9772896675,33351.0178005752,18625.137107726,124323.130588301,124760.284332594,526.97,79546058.8114842,3846.97414686814,1345.16067108152,3213.12736868523
461,"Jardim Irapuã",38,"Taboão da Serra",133,"Taboão da Serra",406.71,318403.073344619,7386956.71634821,4057921.17724609,"Jardim Irapuã",15849,15849,48078.9994168165,8021.77986743439,14888.904629725,9629.75909648357,78318.2798328218,77725.6921796399,406.71,52350165.3761051,3303.05794536596,1088.83641529767,3213.12736868523
462,"Parque Pinheiros",38,"Taboão da Serra",133,"Taboão da Serra",723.48,316839.682455045,7386422.29841167,7218644.90527344,"Parque Pinheiros",31321,31321,100970.981421561,16325.5894180532,17793.1051052185,17458.1846856612,147085.052962102,148629.080718889,723.48,96682062.9675201,3086.81277633282,957.523256745082,2884.19179697777
463,"Parque Industrial",38,"Taboão da Serra",133,"Taboão da Serra",386.21,316106.172625311,7384879.5373815,3853528.74536133,"Parque Industrial",20619,20619,66834.0027270794,18521.0943857915,18392.1958479416,9732.16384751378,117018.680181799,114542.661117095,386.21,55117611.8674698,2673.14670291817,824.694161930504,2588.93015036554
464,"Santo Eduardo",9,"Embu das Artes",105,"Embu das Artes",318.72,316306.746575463,7383020.06916548,3180123.06103516,"Santo Eduardo",23135,23135,72697.9861750406,17328.0131173644,16506.7267537079,13400.5448799601,116761.541538008,115711.382715887,318.72,63901637.2516608,2762.11961321205,879.001477397184,2170
465,"São Marcos",9,"Embu das Artes",105,"Embu das Artes",1868.03,314307.430451591,7381773.50948536,18639156.1628418,"São Marcos",35640,37367.4333333333,116026.026532523,27076.8919478553,16161.8592397123,28796.8895098397,186860.247579703,186180.034370801,1868.03,108744245.638664,2910.1341981029,937.240108004405,2732.57590976586
466,"Embu das Artes",9,"Embu das Artes",105,"Embu das Artes",1469.34,312454.023350305,7383952.35709114,14661236.9211426,"Embu das Artes",17536,17536,55726.0059289126,20376.5598597877,38482.808227843,7963.25246603712,137720.793685469,137821.181807519,1469.34,42942785.9468051,2448.83587744099,770.605846067373,2400
467,"Ressaca",9,"Embu das Artes",105,"Embu das Artes",3398.73,308428.772731849,7383593.9322359,33914063.8823242,"Ressaca",6294,6294,19596.9965476514,3940.12330791825,10786.9324626662,5089.43837706844,32978.8204690208,33095.0448742362,3398.73,20279736.9519548,3222.07450777801,1034.83903273868,3213.12736868523
468,"Itapecerica da Serra",16,"Itapecerica da Serra",112,"Itapecerica da Serra",7478.56,313559.421162224,7374881.38339917,74622027.0129395,"Itapecerica da Serra",46677,46677,152618.023210352,38791.2231591918,47801.1686947963,24690.3894039267,259992.227462669,257785.55098713,7478.56,122338719.542585,2620.96363396501,801.600734757037,2452.83554594684
469,"Jardim Petrópolis",16,"Itapecerica da Serra",112,"Itapecerica da Serra",4132.43,308843.881930979,7370258.90277872,41236024.7253418,"Jardim Petrópolis",1764,1764,5258.0013365157,793.056220912399,1352.71694499105,1696.44746715049,6658.06973015377,6702.08071157987,4132.43,4401441.92055875,2495.14848104237,837.094104558641,2201.73287554739
470,"Embu-Mirim",16,"Itapecerica da Serra",112,"Itapecerica da Serra",3509.86,306155.851688509,7374961.23128832,35024277.6203613,"Embu-Mirim",2435,2435,7934.00118489523,812.269441753769,4993.99544506391,1339.27175046346,15227.3002778391,15174.0372759076,3509.86,5898675.17012556,2422.45386863473,743.467896293672,2500
471,"São Lourenço da Serra",35,"São Lourenço da Serra",131,"São Lourenço da Serra",18674.34,302824.006433068,7360771.85052054,186357975.311279,"São Lourenço da Serra",5084,5213.03846153846,15204.9985835794,2875.87203771781,5366.74872977181,3893.34730962018,20143.052354106,20250.7985609509,18674.34,15824363.3031455,3035.53549813546,1040.73428327938,2588.93015036554
472,"Embu-Guaçu",10,"Embu-Guaçu",106,"Embu-Guaçu",7756.92,313548.347139598,7364777.59883629,77400791.9814453,"Embu-Guaçu",12720,12720,39957.9996022865,10818.7012670448,14009.4295295772,9885.22853281837,71736.9531609699,71277.5997036162,7756.92,32272528.035537,2537.14843046674,807.661253234767,2588.93015036554
473,"Cipó",10,"Embu-Guaçu",106,"Embu-Guaçu",2226.59,317904.596321289,7359950.01705344,22216887.1286621,"Cipó",6520,6520,20953.0044483197,4449.28050373972,3841.58331754102,4039.10533389241,25516.5946923359,25445.7078314106,2226.59,18221984.4803599,2794.78289576073,869.659743799711,2452.83554594684
474,"Santa Rita",10,"Embu-Guaçu",106,"Embu-Guaçu",5614.14,311958.202768189,7355397.01359081,56021149.404541,"Santa Rita",1942,1942,5950.99916507318,1411.65245498119,2293.28413084385,1614.35469880234,8766.34583174284,8837.66443204947,5614.14,3898149.88912058,2007.28624568516,655.041242821724,2323.8951481989
475,"Juquitiba",20,"Juquitiba",116,"Juquitiba",52333.22,293996.445966816,7349265.97301702,522308611.783203,"Juquitiba",9967,9967,29995.0034056191,7153.79867658892,9420.21056112467,7230.18519880986,43859.5284625257,44216.7245784891,52333.22,25624401.7499665,2570.92422493895,854.289009521039,2323.8951481989
476,"Barueri",2,"Barueri",98,"Barueri",1469.12,307868.518461179,7400098.02552763,14659270.9418945,"Barueri",27120,27120,82966.9870053022,25846.9643169685,49714.8087735951,15788.2811568111,174819.082712274,175671.612709314,1469.12,88083123.4255344,3247.90278117752,1061.66472478873,2465
477,"Aphaville",2,"Barueri",98,"Barueri",1201.4,312595.1200366,7401089.20742395,11987316.8557129,"Aphaville",15104,15580.2,46305.005134751,22530.9521744078,30825.5211525366,18565.7747376536,119521.966760518,117814.565360865,1201.4,111403824.096749,7150.34621485917,2405.87003008758,3579.57730072334
478,"Tamboré",2,"Barueri",98,"Barueri",890.13,312610.078330739,7399389.68826544,8881536.65966797,"Tamboré",0,0,0,2435.75874347103,83769.4082003593,0,127517.723852354,128634.742809695,890.13,0,0,0,0
479,"Antônio João",2,"Barueri",98,"Barueri",593.61,308733.867392865,7397646.38405319,5923187.54541016,"Antônio João",0,0,0,2267.63866532178,6748.61907123197,0,15700.2671825016,15700.2671825016,593.61,0,0,0,0
480,"Vutopoca",2,"Barueri",98,"Barueri",473.35,308829.088323128,7395413.224937,4723234.02270508,"Vutopoca",13422,13422,42050.0068261473,12734.6460669308,8529.37033598434,7267.88757236871,62026.3832084088,62098.5274912373,473.35,39258507.1048685,2924.93720048193,933.614761756874,2732.57590976586
