"zona","nome_zona","cod_municipio","nome_municipio","cod_distrito","nome_distrito","area_ha","utm_x","utm_y","area_m2_geom","nome_zona_tab","domicilios","familias","populacao","matriculas_escolares","empregos","automoveis_particulares","viagens_produzidas","viagens_atraidas","area_ha_tab","renda_total","renda_media_familiar","renda_per_capita","renda_mediana_familiar"
91,"Santa Marina",36,"São Paulo",6,"Barra Funda",295.36,328490.018947362,7398225.64203619,2946616.86376953,"Santa Marina",677.000000000001,677.000000000001,2350.00000616156,18915.1247658253,24396.1276960623,351.491898190581,61474.6799786476,62315.2349146033,295.36,2404840.00088839,3552.20088757516,1023.33616790768,2200
92,"Barra Funda",36,"São Paulo",6,"Barra Funda",118.21,330257.435852784,7397882.4604403,1179255.59790039,"Barra Funda",107,107,324.000065423078,1078.37959731518,12924.7901050437,76.6294659680438,31516.8116296781,30812.8721790463,118.21,540642.356085353,5052.73229986312,1668.64891023829,4689.11901259924
93,"Francisco Matarazzo",36,"São Paulo",6,"Barra Funda",105.13,329909.085686083,7396858.40871558,1048778.63867188,"Francisco Matarazzo",3843.99999999999,3843.99999999999,9031.99800261035,56837.9824527257,30494.7609220537,2945.74630401785,119917.014815541,118684.747104128,105.13,24737341.8030004,6435.31264386067,2738.85598688695,4908
94,"Água Branca",36,"São Paulo",6,"Barra Funda",71.11,328746.640037261,7397201.95224638,709416.746337891,"Água Branca",1660,1660,3993.00105101305,4180.37100767695,19561.2796135648,1300.07389705616,53822.7618278586,53672.9916120546,71.11,11198136.1703408,6745.86516285591,2804.44107759496,5223.90246383501
95,"Vila Beatriz",36,"São Paulo",2,"Alto de Pinheiros",183.66,326454.083734745,7394868.05412087,1832274.61206055,"Vila Beatriz",6941.00000000001,6941.00000000001,17656.9973840112,3871.19315446984,9648.56958818238,7405.91220205531,42510.0961331748,42411.3148043186,183.66,51525371.4756583,7423.33546688636,2918.12760431826,5819.67676195421
96,"Alto de Pinheiros",36,"São Paulo",2,"Alto de Pinheiros",253.17,325585.557938468,7394275.18916026,2525779.31640625,"Alto de Pinheiros",2370,2370,7210.99743510557,3765.23084390497,11978.7367742789,3355.12549319462,33927.2571238953,33760.8323490603,253.17,28016974.4886781,11821.5082230709,3885.31194759299,8493.02060591138
97,"Boaçava",36,"São Paulo",2,"Alto de Pinheiros",314.44,324362.277794,7395251.87042236,3137137.0222168,"Boaçava",6266.00000000001,6266.00000000001,16610.0011482243,1638.3902439788,13938.8259984792,7687.53486781593,43776.2208916893,43380.3446537675,314.44,55064339.2177659,8787.79751320872,3315.13157201994,7222.81467427629
98,"Vila Anastácio",36,"São Paulo",48,"Lapa",164.66,324732.379745341,7398445.06090209,1642735.36523438,"Vila Anastácio",910.000000000001,910.000000000001,2451.99966251852,839.233392452345,8500.44507684803,567.937905850206,15802.3126905138,15872.4518671494,164.66,4034066.31645228,4433.03990818931,1645.2148742585,3000
99,"Lapa de Baixo",36,"São Paulo",48,"Lapa",242.69,326428.034305201,7398557.75715937,2421213.49023438,"Lapa de Baixo",3023,3174.23076923077,8119.99899553306,1790.03315959513,22936.2232628906,2428.8525218695,43635.6758591628,43479.4755173374,242.69,15283623.9377597,4814.90636594879,1882.21992960436,3789.78865036167
100,"Lapa",36,"São Paulo",48,"Lapa",225.22,326499.23770974,7397493.55682712,2246964.57983398,"Lapa",7394,7394,19354.0034788777,17372.9926601711,40417.1246024951,5697.66075267694,149671.005142033,149661.131046672,225.22,50817248.6029691,6872.7682719731,2625.67115162656,4689.11901259924
101,"Vila Ipojuca",36,"São Paulo",48,"Lapa",168.47,326474.445441872,7396395.69584925,1680721.71923828,"Vila Ipojuca",8354.00000000001,8354.00000000001,21857.9990265625,3688.38219322683,10990.834399984,6745.69252250853,47542.9527498931,46914.6010988363,168.47,62553147.6928551,7487.80795940329,2861.7966181094,7000
102,"Alto da Lapa",36,"São Paulo",48,"Lapa",159.95,325144.119226035,7396704.90613077,1595781.95629883,"Alto da Lapa",4763,4804.94117647059,12643.0029162784,3136.62403949521,8176.12363174921,6114.68422132838,31747.1229513048,32175.1239789812,159.95,35297260.1635044,7346.03377380607,2791.84149503419,5819.67676195421
103,"Gavião Peixoto",36,"São Paulo",48,"Lapa",68.96,324693.491621262,7397640.19265373,687967.85546875,"Gavião Peixoto",889,889,2621.9997462266,1713.33813723931,2921.95368412459,874.502673370762,11489.3647801513,11592.6688221195,68.96,6686242.08453321,7521.08220982363,2550.05443618199,6400
104,"Bela Aliança",36,"São Paulo",90,"Vila Leopoldina",71.35,323805.931860401,7397431.80348516,711821.947021484,"Bela Aliança",2764.00000000001,2764.00000000001,7064.00099784496,3221.02460230967,3616.9010366346,3776.64879714432,17968.8875989301,17846.2544480442,71.35,24599314.0801639,8899.89655577564,3482.34861343714,6843.12652172168
105,"Vila Hamburguesa",36,"São Paulo",90,"Vila Leopoldina",149.18,323768.328813878,7396393.5034587,1488331.57006836,"Vila Hamburguesa",5319,5319,14439.0025688361,6369.17877595484,16512.7094724851,6959.44605080333,47704.5350012047,48599.0728195934,149.18,41886229.4069944,7874.83162380042,2900.90878558316,6843.12652172168
106,"CEASA",36,"São Paulo",90,"Vila Leopoldina",197.78,322525.376290673,7396081.27654896,1973206.30126953,"CEASA",1103,1103,3921.00062642227,54.2579777575254,20953.7000204542,318.93066388483,30808.8101391723,31592.1702393599,197.78,2259191.14195566,2048.22406342308,576.177194854739,2085.99241623413
107,"Vila Leopoldina",36,"São Paulo",90,"Vila Leopoldina",91.65,323039.979794092,7397081.50708068,914363.197998047,"Vila Leopoldina",5816,5816,15212.9957823645,9141.35838139458,12845.2978498074,6395.49738080594,50269.4553275173,50327.6427554455,91.65,53590015.896544,9214.23932196424,3522.64712770562,7623.56967291839
108,"Emissário",36,"São Paulo",90,"Vila Leopoldina",190.52,322446.894872708,7397620.90181586,1900784.03271484,"Emissário",1117,1144.36363636364,3450.9995389,392.976559155538,15544.4193204088,674.209295706729,25829.6085407686,26139.6511175445,190.52,4103824.56385212,3586.11933606397,1189.16983835941,3213.12736868523
109,"Vila Zatt",36,"São Paulo",64,"Pirituba",1220.22,323428.719042256,7402934.18510822,12173895.5725098,"Vila Zatt",39388,39388,120118.026884881,23983.228613065,34385.112432815,25735.6157136536,180626.04074578,182059.821781512,1220.22,129524428.728362,3288.42359927801,1078.30965998548,3044.22003137203
110,"Pirituba",36,"São Paulo",64,"Pirituba",488.92,324528.430867576,7400374.21703943,4877828.3815918,"Pirituba",18164,18164,50451.0019750611,10862.631942195,17120.6109894276,11394.5148944412,90591.7800479971,91544.5645354937,488.92,75219429.9221428,4141.12695012898,1490.94025841796,4083.51981418684
111,"São Domingos",36,"São Paulo",73,"São Domingos",581.76,322480.725689762,7400112.76816761,5804163.04199219,"São Domingos",17781,17781,50922.9988472286,8321.44583651433,17726.8677878856,12679.5433780675,83424.5065027621,84136.1378508399,581.76,79700744.0983821,4482.35442879378,1565.12275204938,3300
112,"Jardim Mutinga",36,"São Paulo",73,"São Domingos",411.97,320378.77783639,7401726.12886815,4110258.20751953,"Jardim Mutinga",11058,11058,35151.9978133435,5570.16808105822,13884.2258838065,6007.6524193541,58622.3218156869,57527.165784045,411.97,30961190.2135645,2799.89059627098,880.780386308848,2000
113,"Vila Jaguara",36,"São Paulo",39,"Jaguara",454.34,321636.782019226,7398830.09749011,4533000.11181641,"Vila Jaguara",8078,8078,24154.0031271287,7036.20255073773,18371.8167546323,7529.03802340045,57544.3612621302,57574.8641134019,454.34,31872351.81727,3945.5746245692,1319.54739135859,3391.40646241033
114,"Parque do Jaraguá",36,"São Paulo",41,"Jaraguá",489.12,319723.846112563,7404174.77387571,4880038.12866211,"Parque do Jaraguá",0,0,0,0,210.674665857143,0,238.722236559874,238.722236559874,489.12,0,0,0,0
115,"Nova Jaraguá",36,"São Paulo",41,"Jaraguá",777.78,321070.597444657,7405678.02315294,7759841.66772461,"Nova Jaraguá",15147,15147,49094.0120323363,13205.3396817305,12784.8184898725,7318.89534393663,69991.6809842625,69929.5095680404,777.78,36485875.6713562,2408.78561242201,743.183825500437,2000
116,"Parada de Taipas",36,"São Paulo",41,"Jaraguá",1553.24,323767.106680356,7406864.11226887,15496232.8308105,"Parada de Taipas",49541,49989.9704589064,157907.015436586,42259.1013276503,32183.3820132262,26620.969718581,240275.482080875,239599.256234964,1553.24,134950388.683129,2699.54927847104,854.619336006159,2452.83554594684
117,"Parque Morro Doce",36,"São Paulo",3,"Anhanguera",1527.16,315984.584666096,7406889.43518497,15237114.2990723,"Parque Morro Doce",21235,21513.6666666666,64094.9845700158,12209.230255167,16538.3228858175,11299.0760759736,59857.6724713989,60160.5325755954,1527.16,54577629.404158,2536.8817993597,851.511702051177,2436.36580057788
118,"Anhanguera",36,"São Paulo",3,"Anhanguera",1812.79,317563.074492897,7408392.5664654,18086602.8215332,"Anhanguera",5392,5392,16752.0024895848,3386.81234373182,4006.73850546932,4078.36165079887,21675.9140927773,22055.2917366231,1812.79,16371010.3831551,3036.16661408664,977.256921573018,3000
119,"Perus",36,"São Paulo",62,"Perus",2369.13,321621.829494875,7410246.40089316,23636420.076416,"Perus",26735,26735,87245.9920599375,24446.1846857856,13968.777769935,13251.6678401198,110913.237555085,111878.99816977,2369.13,63643344.3121938,2380.52531558608,729.470120168628,2037
120,"Vista Alegre",36,"São Paulo",11,"Brasilândia",742.47,327804.13477499,7407696.93778058,7407119.72875977,"Vista Alegre",0,0,0,0,0,0,0,0,742.47,0,0,0,0
121,"Jardim Damasceno",36,"São Paulo",11,"Brasilândia",573.73,327667.071049196,7405735.27789982,5723714.50024414,"Jardim Damasceno",27338,27338,90272.9841037419,14284.897495596,15690.5442309707,12057.7923716497,94656.7614662164,94614.9279647307,573.73,72969655.9792592,2669.16584897429,808.322187459787,2500
122,"Vila Souza",36,"São Paulo",11,"Brasilândia",220.86,325755.334422768,7405181.6970499,2203437.02124023,"Vila Souza",15428,15428,49952.9913219472,8099.69827107175,9609.51930927747,5884.77905849861,72393.5334517621,72941.0352557413,220.86,30546821.1508196,1979.95988791934,611.511349819778,1600
123,"Vila Terezinha",36,"São Paulo",11,"Brasilândia",250.78,327393.939077298,7404140.76220064,2501911.45068359,"Vila Terezinha",22608,23423.0873015873,73066.0076954999,12034.7126816355,9607.89995162768,7814.41268472773,84917.5042438368,84003.5304172999,250.78,56095409.3542226,2394.87684232049,767.736066653569,2323.8951481989
124,"Brasilândia",36,"São Paulo",11,"Brasilândia",318.28,328188.004612272,7403280.99274011,3175310.12451172,"Brasilândia",21393,21393,64866.0034627771,20521.1339870363,17658.497182306,12274.2938395788,128768.794886355,130233.771896628,318.28,66553909.3917896,3111.01338717289,1026.02142630818,2700
125,"Vila Morro Grande",36,"São Paulo",29,"Freguesia do Ó",413.07,326002.481593079,7402848.36480966,4121061.95629883,"Vila Morro Grande",17246,17573.380952381,52600.0108786472,11263.747721781,12369.7745387922,9401.32322893085,80134.9102711187,80143.6601512652,413.07,50875364.5741656,2895.02428201061,967.212054224466,2600
126,"Itaberaba",36,"São Paulo",29,"Freguesia do Ó",207.42,327876.502968732,7402103.17707125,2069343.34936523,"Itaberaba",11011,11011,34079.0044412803,5963.05001860952,12029.55298299,9403.89790035982,71927.6984728786,71873.0676295893,207.42,43690654.2503897,3967.90974937696,1282.04021703952,2800
127,"Freguesia do Ó",36,"São Paulo",29,"Freguesia do Ó",485.85,326786.049760935,7400402.28914654,4847077.07348633,"Freguesia do Ó",18734,18734,53941.0137438096,12871.9214114783,19889.0170797778,14962.1201633035,128457.199133049,128144.805512086,485.85,79732344.0516743,4256.02348946698,1478.13951792526,4442.62190374453
128,"Carandiru",36,"São Paulo",71,"Santana",38.03,334004.325866646,7399381.48343369,379395.486816406,"Carandiru",673.999999999999,673.999999999999,1793.99969460443,3437.83793030826,13692.232738114,420.101352680883,35899.1185064185,35757.18106869,38.03,3701066.04747091,5491.19591612895,2063.02490385149,4500
129,"Santana",36,"São Paulo",71,"Santana",54.36,334388.35431909,7400027.45292536,542336.998046875,"Santana",1769,1769,4596.00056881963,3753.90045146583,14458.274654718,1100.77699266423,62381.4127010946,62718.3858462879,54.36,9006744.41003234,5091.43267949821,1959.69175268085,4700
130,"Zaki Narchi",36,"São Paulo",71,"Santana",71.32,334641.065039659,7399422.6071893,711489.176025391,"Zaki Narchi",908.999999999999,908.999999999999,3273.99986464093,934.273532837477,3858.77160577571,258.046117412045,9669.30380014419,9661.80052548153,71.32,2542685.12154224,2797.23335703217,776.629574424588,2201.73287554739
131,"Tietê",36,"São Paulo",71,"Santana",78.6,334140.626760893,7398467.71829051,784104.30078125,"Tietê",433,433,1227.0002455,4404.62803948123,10907.3250064075,238.891592837626,32353.0274345993,32060.4266807024,78.6,1765434.20425912,4077.21525233052,1438.82139448123,3400
132,"Parque Anhembi",36,"São Paulo",71,"Santana",313.52,332719.694630637,7398889.1131946,3127700.17529297,"Parque Anhembi",0,0,0,2323.72921627068,3871.10342449613,0,14652.3594889662,14873.9293757924,313.52,0,0,0,0
133,"Alfredo Pujol",36,"São Paulo",71,"Santana",215.07,333324.141261591,7400358.51892069,2145518.42456055,"Alfredo Pujol",13684,13684,36441.9977063333,8596.03648382667,20365.9112274813,11400.0909664715,91463.7886352898,92116.7840311624,215.07,96547250.9699411,7055.48457833536,2649.34024056431,4949.29291547114
134,"Santa Terezinha",36,"São Paulo",71,"Santana",251.08,332722.255647717,7401237.22342377,2504790.74975586,"Santa Terezinha",10038,10038,28827.0041110208,9579.93241895699,14705.9824618701,8767.75895346176,74017.9354054615,72693.092601784,251.08,56586446.7178765,5637.22322353821,1962.96661629999,4689.11901259924
135,"Jardim São Paulo",36,"São Paulo",71,"Santana",291.23,334691.1285246,7401419.09643764,2905277.30249023,"Jardim São Paulo",13643,15631.5833333334,38163.0009731417,8502.94501065628,17444.7760387082,9479.5238693394,83855.4950731048,83664.9934755175,291.23,78038072.081727,4992.33317685201,2044.86204155298,4442.62190374453
136,"Casa Verde",36,"São Paulo",21,"Casa Verde",325.35,330493.517511559,7399228.83429609,3245766.01928711,"Casa Verde",11225,11225,32569.9957342802,10751.7013808774,23470.7005085544,8835.19318734816,90249.268566127,90271.4248121069,325.35,46970260.7716571,4184.4330308826,1442.13284996597,3254
137,"Parque Peruche",36,"São Paulo",21,"Casa Verde",391.87,331043.673567576,7400735.64665833,3909383.02636719,"Parque Peruche",17062,17062,53438.9862258656,7934.78684627145,20887.2639738689,11767.5811707753,106218.636939525,106878.479511478,391.87,70240860.3916817,4116.80110137625,1314.41229245632,3778.18872313733
138,"Limão",36,"São Paulo",50,"Limão",171.8,328629.893529586,7399213.74594294,1713905.71582031,"Limão",2395,2440.46153846154,7855.00157831409,1289.61073296795,12056.8511096051,1465.91674022448,33391.5504368176,34556.6977828324,171.8,8050502.62862835,3298.76234546329,1024.88873469535,2700
139,"Jardim Primavera",36,"São Paulo",50,"Limão",192.75,328428.286769172,7400855.75518297,1922934.93066406,"Jardim Primavera",8140,8140,24309.0077518002,6250.10021166493,14167.5682882985,4938.21521773723,62094.315012151,63023.4071826981,192.75,29712701.1346536,3650.20898460118,1222.29181207338,3000
140,"Vila Santa Maria",36,"São Paulo",50,"Limão",277.94,329394.717294413,7400824.92844302,2772835.58984375,"Vila Santa Maria",15199,15199,47390.9904445486,11153.6759204921,16236.6368184574,8582.09095228756,90856.9368757279,89826.1112589542,277.94,50650791.6717939,3332.50816973445,1068.78525214744,3000
141,"Cachoeirinha",36,"São Paulo",13,"Cachoeirinha",478.58,330569.384791018,7403286.44732586,4774435.72827148,"Cachoeirinha",26057,26621.1904761905,79276.0125123431,20535.5540419799,21852.9054445775,16037.7293731962,160498.003792891,160705.381289377,478.58,96202633.1299335,3613.76149635289,1213.51503539554,3573.04677523656
142,"Jardim Peri",36,"São Paulo",13,"Cachoeirinha",443.68,330044.028371542,7405141.1795182,4426223.22314453,"Jardim Peri",20266,20266,66323.9850593711,6352.23805139645,17674.1954970345,10023.9964955647,97862.1742161587,98199.0185279282,443.68,53329784.9364885,2631.49042418279,804.079925064053,2500
143,"Reserva da Cantareira",36,"São Paulo",13,"Cachoeirinha",436.61,330128.699147147,7407381.42866951,4355654.21533203,"Reserva da Cantareira",0,0,0,0,0,0,0,0,436.61,0,0,0,0
144,"Mandaqui",36,"São Paulo",51,"Mandaqui",552.45,332706.887367649,7402746.60614256,5511288.6965332,"Mandaqui",36483,36483,104525.987311069,11676.5728951393,30089.9114350114,29568.494163364,163855.492127403,163686.510457499,552.45,175282147.52218,4804.48832393663,1676.92410309927,3391.40646241033
145,"Horto Florestal",36,"São Paulo",51,"Mandaqui",342.18,332361.063115675,7404846.08728095,3413634.85961914,"Horto Florestal",1504,1574.73333333333,4480.00007775157,3544.3055814078,2392.42443567674,1397.62324258512,19530.3559375842,20272.2797178867,342.18,8057632.24784381,5116.82332321481,1798.57859553605,4442.62190374453
146,"ETA Guaraú",36,"São Paulo",51,"Mandaqui",428.67,332147.189645055,7407017.82459124,4276383.70019531,"ETA Guaraú",0,0,0,0,0,0,0,0,428.67,0,0,0,0
147,"Parque Palmas do Tremembé",36,"São Paulo",83,"Tremembé",407.03,335685.096661426,7405690.70973186,4060420.93041992,"Parque Palmas do Tremembé",10874,10874,33902.006416615,4625.03238387475,13310.5066083892,8914.9071095856,73488.760101746,72374.449427546,407.03,44642900.8267857,4105.47184355211,1316.82179155351,3391.40646241033
148,"Tremembé",36,"São Paulo",83,"Tremembé",331.62,334163.578138523,7405256.32357242,3308234.06738281,"Tremembé",7809,7809,22868.9975190977,6902.87263485229,7835.94880226189,4430.91654028915,48887.0126686934,48863.8875392727,331.62,20046654.131171,2567.12179935599,876.586484144318,2000
149,"Cantareira",36,"São Paulo",83,"Tremembé",2886.45,338045.092579647,7411378.56584138,28793638.1591797,"Cantareira",0,0,0,0,68.4472176666667,0,427.666706862544,427.666706862544,2886.45,0,0,0,0
150,"Jardim das Pedras",36,"São Paulo",83,"Tremembé",1609.01,338229.16455965,7408908.94051407,16050655.7382812,"Jardim das Pedras",15291,15291,51557.999746681,7628.35109007137,10269.4168756224,6703.42411485212,62177.9559825135,63545.0492362786,1609.01,36754323.349884,2403.65727224407,712.8733374155,2400
151,"Jardim Guapira",36,"São Paulo",83,"Tremembé",548.53,337662.75096909,7405643.21247256,5471898.86303711,"Jardim Guapira",33624,33624,109628.975072016,15201.1243413117,21010.5393776352,16770.269390894,179032.891789185,179177.529797514,548.53,93477956.8567423,2780.09626626048,852.675643417593,2454
152,"Parada Inglesa",36,"São Paulo",84,"Tucuruvi",242.67,336275.486767971,7401784.48757629,2420773.31835938,"Parada Inglesa",12154,12154,35168.9984993429,12758.8331422936,14572.7141283878,6875.35591833894,79982.2900354904,79456.2605833056,242.67,44538816.5124824,3664.53978216904,1266.42265668483,3500
153,"Tucuruvi",36,"São Paulo",84,"Tucuruvi",358.5,334953.119583703,7403533.54293616,3576331.25512695,"Tucuruvi",5703,5703,16283.9975975586,8217.95714884043,10765.1507385573,5639.52947846087,41115.2119557957,41426.0617923609,358.5,37593002.423526,6591.794217697,2308.58560364577,5700
154,"Vila Gustavo",36,"São Paulo",84,"Tucuruvi",345.8,336909.942538857,7403070.20516824,3449609.95678711,"Vila Gustavo",15797,15797,45464.9996784577,9330.44546737582,17161.7842715329,13605.3032277513,101085.514466817,100299.702263528,345.8,69511477.419317,4400.29609541793,1528.90086684094,3200
155,"Cohab Jova Rural",36,"São Paulo",38,"Jaçanã",254.58,339303.336808095,7405954.97490593,2539527.89624023,"Cohab Jova Real",9265,9265,32242.0048534586,3981.51860693807,6320.03411691705,4586.69959330579,42597.8967926734,42603.7037884681,254.58,25706247.2094591,2774.55447484717,797.290594251046,2500
156,"Jaçanã",36,"São Paulo",38,"Jaçanã",386.23,338771.362816365,7403945.62549198,3852797.61157227,"Jaçanã",14464,14464,43910.0095890902,12215.9169648406,17611.0509246491,11083.3526925,88607.6222042822,88273.4750139382,386.23,48106897.1657235,3325.97463811694,1095.57929082475,3300
157,"Parque Edu Chaves",36,"São Paulo",38,"Jaçanã",109.91,340195.366823463,7402754.72182694,1096429.29711914,"Parque Edu Chaves",6230,6230,19629.0042649999,4883.7869549978,6985.34714989023,2575.94028027206,34206.0385750055,34593.7614137031,109.91,22004877.6453239,3532.08308913706,1121.03891507938,3213.12736868523
158,"Vila Medeiros",36,"São Paulo",94,"Vila Medeiros",335.02,337980.596253746,7401360.39788853,3342026.18798828,"Vila Medeiros",19961,19961,60458.993230824,8068.91838245897,7927.7652067449,9458.45153019422,74902.5595816878,75869.4750911792,335.02,83100700.6637162,4163.1531818905,1374.49693127455,3579.57730072334
159,"Jardim Brasil",36,"São Paulo",94,"Vila Medeiros",454.37,339636.097380043,7401603.75278358,4532570.30859375,"Jardim Brasil",20206,20206,64170.995068863,9561.5935626671,29202.7904380656,10554.8261341513,101954.231469542,100394.218445142,454.37,60988862.5528018,3018.35408060981,950.411669436534,2588.93015036554
160,"Jardim Japão",36,"São Paulo",91,"Vila Maria",396.23,338495.440263941,7399728.32948741,3952664.95458984,"Jardim Japão",17245,17245,50672.0078498141,6995.65232462406,12696.597695429,11537.0037615746,55473.2773040892,53498.0379951338,396.23,64733583.1344582,3753.75953229679,1277.50183743105,3000
161,"Parque Novo Mundo",36,"São Paulo",91,"Vila Maria",551.36,339792.84300795,7398424.41296006,5500097.37036133,"Parque Novo Mundo",14724,14724,47296.9972322099,6424.7475304241,33205.5917413895,8274.49315973018,122574.777491939,121963.127330865,551.36,38908773.6478687,2642.54099754609,822.647861910592,2200
162,"Vila Maria",36,"São Paulo",91,"Vila Maria",234.12,337684.090512338,7398179.98966285,2335473.32397461,"Vila Maria",5467,5467,15841.9999621217,22073.0587462912,17823.1159419039,3457.42294677602,68260.8059056575,68767.3721984282,234.12,18935666.439803,3463.63022495026,1195.28257070309,3044.22003137203
163,"Vila Isolina Mazzei",36,"São Paulo",88,"Vila Guilherme",379.5,336286.554311743,7399920.36572314,3785766.29882812,"Vila Isolina Mazzei",16125,16125,47519.0053332503,6508.82510172369,17319.4908686876,13020.2103994451,96568.7076669424,97521.8042482408,379.5,73999513.2834271,4589.11710284819,1557.26141076543,3778.18872313733
164,"Vila Guilherme",36,"São Paulo",88,"Vila Guilherme",170.9,336448.32102508,7398103.24112188,1704828.94799805,"Vila Guilherme",1879,1879,5848.99793302381,2434.63966703997,10506.0178117729,1182.08260303766,25919.7418022968,25735.2180736832,170.9,6512056.08030087,3465.70307626444,1113.362691331,3500
165,"Coroa",36,"São Paulo",88,"Vila Guilherme",174.39,335266.850694043,7398700.32210234,1739728.52319336,"Coroa",1075,1075,3183.99929809831,3964.92267282395,14332.510543198,602.785970713633,37176.2696914075,37561.618150274,174.39,4227697.17179352,3932.74155515676,1327.79463058254,3213.12736868523
166,"Gomes Cardim",36,"São Paulo",82,"Tatuapé",243.24,340607.136937739,7395178.41135766,2426437.54394531,"Gomes Cardim",12310,12310,32875.9947385307,22802.6569837919,30352.8690745596,10288.730048095,120135.988370013,119327.507400755,243.24,65122330.5148359,5290.19744230997,1980.8474551954,5298.53747960483
167,"Tatuapé",36,"São Paulo",82,"Tatuapé",156.88,339384.398072357,7395129.43969312,1565020.00683594,"Tatuapé",6493,6493,17439.9983118702,8718.75985574629,37493.4623598618,6142.06093581333,116961.622316526,118134.333348783,156.88,31144802.856127,4796.67378039843,1785.82602470373,4442.62190374453
168,"Chácara do Piqueri",36,"São Paulo",82,"Tatuapé",198.59,339085.414991869,7396593.23054778,1981023.03540039,"Chácara do Piqueri",8579,8579,22501.9984705454,7413.25348250211,22158.5145841118,6533.2912293356,74133.7756659816,74079.0993040624,198.59,41632850.307442,4852.87915927754,1850.18456747024,4209.08262865571
169,"Parque São Jorge",36,"São Paulo",82,"Tatuapé",252.07,340623.275194251,7396829.94521212,2514544.72363281,"Parque São Jorge",8157.00000000001,8157.00000000001,22459.9983107006,44339.9858911959,19027.9132278328,8768.95596574488,86021.8939410714,87276.2835452319,252.07,44423971.7651634,5446.11643559683,1977.91518728648,5223.90246383501
170,"Penha",36,"São Paulo",60,"Penha",384.16,341931.762627425,7397910.09990057,3832174.25708008,"Penha",11594,11594,34692.9991646605,12886.6186409505,19867.4452229342,7112.38824124384,97700.5207118998,97304.708507244,384.16,40665017.1514748,3507.41910914911,1172.13899433917,3000
171,"Tiquatira",36,"São Paulo",60,"Penha",324.46,343583.350923357,7397831.79041469,3236572.87890625,"Tiquatira",14372,14372,40666.0036599636,7653.17687995257,14810.3886176544,9458.55254744683,81281.3472461397,81162.0829634892,324.46,48743936.2377539,3391.59033104327,1198.6409248702,2715
172,"Vila Esperança",36,"São Paulo",60,"Penha",228.82,345057.288482688,7397666.50464496,2282534.74487305,"Vila Esperança",9252.99999999999,9252.99999999999,26788.0052711977,6530.17626687022,11407.8469634015,6818.15300609223,52567.4674378784,51976.1279215042,228.82,39658448.5412928,4286.00978507433,1480.4554553352,3213.12736868523
173,"Vila Ré",36,"São Paulo",60,"Penha",208.23,347034.579426452,7397362.78970694,2077128.67041016,"Vila Ré",8982,8982,26817.9959799405,4995.78688319898,9020.88174026055,4729.66135355722,45559.3112038773,45116.6979857273,208.23,30053611.2676823,3345.98210506372,1120.65089763464,2884.19179697777
174,"Rui Barbosa",36,"São Paulo",18,"Cangaíba",271.23,346550.798458776,7400233.19914669,2705499.9753418,"Rui Barbosa",15839,16193.6666666667,48886.0024596034,14856.1135438662,10105.9706558227,8474.67133914436,86238.8721779469,86039.0066020431,271.23,45029056.1520515,2780.65845610742,921.103258325549,2884.19179697777
175,"Estação Eng. Goulart",36,"São Paulo",18,"Cangaíba",193.33,345371.0954429,7399978.23825174,1928445.18554688,"Estação Eng. Goulart",9796,9796,31791.9964072508,3691.43818870159,10075.2152718467,4999.06989472274,60534.8347857024,60149.9567597668,193.33,29947762.9229585,3057.14198886878,941.990636238509,2588.93015036554
176,"Cangaíba",36,"São Paulo",18,"Cangaíba",333.53,343652.363473944,7399438.444703,3327054.8449707,"Cangaíba",15645,15645,46828.0012874547,8935.78270782325,18677.3352726208,9846.97333957196,58383.5079139123,58502.9750321316,333.53,53905987.8798565,3445.57289101032,1151.1485948109,3044.22003137203
177,"Parque Ecológico do Tietê",36,"São Paulo",18,"Cangaíba",530.85,344645.286532463,7401201.64416338,5295300.37231445,"Parque Ecológico do Tietê",3023,3249.43478260869,10184.0008276563,538.339650036716,1894.45665705151,1259.92600753005,14347.3878613325,13931.9379452107,530.85,7029017.0517004,2163.15067756412,690.201932487277,2151.64896273307
178,"USP Leste I",36,"São Paulo",18,"Cangaíba",50.18,346636.185532699,7402090.67677797,500488.556152344,"USP Leste I",0,0,0,2954.20522745301,1288.64413115513,0,3889.25151888281,3948.55231114701,50.18,0,0,0,0
179,"USP Leste II",36,"São Paulo",28,"Ermelino Matarazzo",122.83,348485.298405832,7402626.64349714,1225244.25317383,"USP Leste II",0,0,0,0,0,0,0,0,122.83,0,0,0,0
180,"Ermelino Matarazzo",36,"São Paulo",28,"Ermelino Matarazzo",448.82,347803.634198752,7401409.23055865,4476911.49169922,"Ermelino Matarazzo",22958,23549.7647058823,71108.9978124787,11591.4494020736,14445.1490966856,17402.8490193573,120369.45586844,119763.480168428,448.82,74811501.8892773,3176.74094937308,1052.06801095077,2500
181,"Parque Buturussu",36,"São Paulo",28,"Ermelino Matarazzo",371.83,349192.240854952,7400782.05608557,3708874.04882812,"Parque Buturussu",15110,15575.4074074074,46599.9887128939,12626.0607956961,12718.7800015636,9224.35674977811,79905.8890565592,82542.0379430787,371.83,49148286.9337766,3155.50570512862,1054.68452442302,2500
